incident_id,date,region,asset_id,asset_type,attack_type,severity,vulnerability_score,threat_intel_score,response_time_hours,recovery_time_hours,downtime_hours,financial_loss,security_protocol_score,mitigation_action,mitigation_status,energy_supply_impact,month_year,cohort_month,severity_weight,downtime_score,financial_loss_score,risk_score,risk_level,anomaly_flag,rfm_recency_score,rfm_frequency_score,rfm_magnitude_score,asset_segment,mitigation_effectiveness
E08507B8,2022-02-14 06:29:13,East,AST-0089,Substation,Ransomware,High,27,61,23.0,94.53657928795498,49.1,442551.90602774086,86,System Isolation,Successful,Major Outage,2022-02,2022-02,3,3.8854158423676504,2.6287362506997316,41.93,Medium,False,3,5,4,High-Risk Repeat Targets,93.6
C779765D,2022-02-14 08:05:50,West,AST-0352,Transmission Line,Phishing,Critical,94,17,47.5,229.7,158.8,712810.92,89,Blocked IP,Successful,Major Outage,2022-02,2022-01,4,12.566273640895783,4.234061315241901,54.15,Medium,False,4,5,4,High-Risk Repeat Targets,86.79
8ED17FFF,2022-02-14 10:44:30,North,AST-0421,Control Center,Ransomware,Medium,2,56,2.9,36.9,36.8,12908.65,94,Password Reset,Successful,No Impact,2022-02,2022-02,2,2.9120835641370575,0.07667673721524547,27.42,Low,False,1,3,4,High-Impact Anomalies,99.19
AE6533B8,2022-02-14 16:59:12,East,AST-0208,Control Center,Man-in-the-Middle,Critical,84,19,10.9,258.210547289859,146.6,1524833.177043778,79,Password Reset,Failed,Major Outage,2022-02,2022-02,4,11.600854633219909,9.05743302462098,52.71,Medium,False,5,2,4,High-Impact Anomalies,36.97
B9A2D8E6,2022-02-14 21:10:52,West,AST-0083,Transmission Line,Insider Threat,Low,86,38,3.9,10.7,9.4,1080.38,84,Patch Applied,Successful,No Impact,2022-02,2022-02,1,0.743847432143705,0.00641740331890685,42.2,Medium,False,5,5,5,High-Risk Repeat Targets,98.92
0A3059C5,2022-02-14 21:26:05,East,AST-0161,Transmission Line,Ransomware,Medium,14,33,3.9,17.674315841892383,16.4,24417.885837656057,75,No Action,Failed,Minor Disruption,2022-02,2022-02,2,1.2977763709741235,0.14504102409824554,24.13,Low,False,2,5,4,High-Risk Repeat Targets,38.92
8411AD55,2022-02-14 23:31:15,Central,AST-0150,SCADA System,Phishing,High,63,45,17.1,63.27899685112909,51.7,154712.87263908525,64,Patch Applied,Failed,Major Outage,2022-02,2022-02,3,4.0911608767903775,0.9189867475811088,47.58,Medium,False,4,4,3,Standard Monitoring,35.24
6C04E1C1,2022-02-15 03:01:23,Central,AST-0290,Control Center,Phishing,Critical,82,36,9.7,675.9174658641942,648.4,4498036.300887539,57,Blocked IP,Successful,Major Outage,2022-02,2022-02,4,51.3096462768062,26.718111299616044,60.74,Medium,True,4,3,5,High-Impact Anomalies,97.3
412689AD,2022-02-15 10:06:55,West,AST-0315,SCADA System,Insider Threat,Medium,16,63,1.7,39.4,23.8,10990.87,9,Patch Applied,Pending,Minor Disruption,2022-02,2022-02,2,1.8833583920234234,0.06528521965944735,33.71,Low,False,2,5,4,High-Risk Repeat Targets,69.53
C18E5082,2022-02-15 21:05:59,Central,AST-0216,Transmission Line,Phishing,Medium,72,67,4.1,45.3,33.8,21733.7,60,No Action,Successful,Minor Disruption,2022-02,2022-01,2,2.67468544749545,0.12909709408923323,51.73,Medium,False,4,3,4,High-Impact Anomalies,98.86
259F7123,2022-02-15 22:23:35,South,AST-0212,Transmission Line,Malware,Critical,35,34,26.5,259.10812729958167,154.3,2647263.8489978365,22,Patch Applied,Failed,Major Outage,2022-02,2022-02,4,12.21017646593337,15.724615237768965,43.84,Medium,False,4,2,4,High-Impact Anomalies,32.63
19052E3F,2022-02-16 01:21:21,East,AST-0111,Substation,Ransomware,Medium,32,58,4.9,58.84530634114651,31.2,27512.225419166403,44,Password Reset,Failed,Minor Disruption,2022-02,2022-02,2,2.468940413072723,0.1634212468904199,37.03,Low,False,5,3,3,Standard Monitoring,38.64
1384D1DF,2022-02-16 03:53:22,Central,AST-0203,Smart Meter,Insider Threat,Low,44,36,3.8,35.27643914369194,32.8,14777.70480870919,27,Blocked IP,Successful,No Impact,2022-02,2022-01,1,2.595552741948247,0.08777882956481614,29.02,Low,False,3,2,1,Low-Impact Nuisances,98.94
906AB3DD,2022-02-16 05:41:23,South,AST-0188,Control Center,DDoS,High,59,88,8.1,114.28406526631422,90.7,84637.74498182368,66,Malware Removed,Failed,Major Outage,2022-02,2022-01,3,7.177336393131281,0.5027439841085052,59.2,Medium,False,1,3,3,Standard Monitoring,37.75
1EFAECBD,2022-02-16 16:21:16,Central,AST-0222,Substation,Insider Threat,High,69,59,8.9,73.26517322574398,41.2,256963.88486680013,81,System Isolation,Failed,Major Outage,2022-02,2022-01,3,3.2602674685447495,1.5263526607151194,53.71,Medium,False,3,4,2,Standard Monitoring,37.52
35A683FC,2022-02-16 20:35:06,Central,AST-0414,Control Center,DDoS,Critical,16,63,24.1,190.0,167.3,1588960.0,42,No Action,Successful,Major Outage,2022-02,2022-01,4,13.238901638047004,9.438343154825365,45.59,Medium,False,3,5,5,High-Risk Repeat Targets,93.3
236687E6,2022-02-16 22:34:02,West,AST-0183,SCADA System,DDoS,High,31,98,14.9,95.63088193240824,50.8,75548.96674322597,21,No Action,Failed,Minor Disruption,2022-02,2022-01,3,4.0199414417978945,0.4487570946499949,53.79,Medium,False,3,3,5,High-Impact Anomalies,35.86
0A8675DA,2022-02-16 22:37:12,North,AST-0024,Control Center,Ransomware,High,14,64,4.3,108.5,91.0,97429.93,12,No Action,Successful,Minor Disruption,2022-02,2022-01,3,7.201076204795441,0.5787289251401007,38.52,Low,False,3,4,2,Standard Monitoring,98.8
FC877903,2022-02-16 23:32:46,East,AST-0164,Substation,Insider Threat,Low,1,75,1.6,3.4,2.2,922.35,70,System Isolation,Successful,No Impact,2022-02,2022-02,1,0.17409195220384585,0.005478713000234855,27.8,Low,False,1,3,1,Standard Monitoring,99.55
A1C407AE,2022-02-17 08:54:18,South,AST-0053,Smart Meter,Malware,High,18,59,20.8,102.3,67.9,93894.51,95,Password Reset,Successful,Minor Disruption,2022-02,2022-01,3,5.37311070665506,0.5577287066598163,38.21,Low,False,3,2,3,Standard Monitoring,94.21
D71C2585,2022-02-17 09:14:09,East,AST-0424,Smart Meter,Phishing,Medium,82,22,7.3,28.3,22.8,16049.64,36,Blocked IP,Pending,Minor Disruption,2022-02,2022-01,2,1.8042256864762205,0.09533406116668221,41.22,Medium,False,1,2,1,Low-Impact Nuisances,67.97
6A8053FF,2022-02-17 12:28:00,West,AST-0492,SCADA System,Man-in-the-Middle,Low,36,8,1.2,56.726585434095796,34.2,16945.42591516659,30,Password Reset,Failed,No Impact,2022-02,2022-02,1,2.706338529714331,0.10065498482782004,18.22,Low,False,2,4,1,Dormant Threats (Historically frequent),39.67
697399F8,2022-02-17 13:35:04,Central,AST-0193,Substation,Malware,High,89,53,15.9,40.7,35.8,31682.21,4,System Isolation,Successful,Minor Disruption,2022-02,2022-01,3,2.8329508585898546,0.18819074733362684,57.64,Medium,False,1,2,2,Low-Impact Nuisances,95.58
B7357221,2022-02-17 18:53:02,South,AST-0410,SCADA System,Man-in-the-Middle,Medium,70,64,9.8,7.0,4.5,22808.58,11,Malware Removed,Successful,Minor Disruption,2022-02,2022-01,2,0.356097174962412,0.13548182768243802,50.23,Medium,False,3,5,4,High-Risk Repeat Targets,97.27
159E78B9,2022-02-17 20:25:58,East,AST-0471,Transmission Line,Insider Threat,Critical,9,1,14.0,246.1,225.1,1166341.56,45,Blocked IP,Successful,Major Outage,2022-02,2022-02,4,17.812772018675318,6.928010698201552,24.39,Low,False,2,4,3,Dormant Threats (Historically frequent),96.11
45E0BCE3,2022-02-17 23:17:31,East,AST-0357,Control Center,Phishing,High,64,10,17.0,33.8,24.0,131411.12,61,No Action,Pending,Minor Disruption,2022-02,2022-02,3,1.8991849331328636,0.7805754990181846,37.36,Low,False,2,3,3,Standard Monitoring,65.27
8ECB5500,2022-02-18 01:42:07,Central,AST-0251,Control Center,Insider Threat,Critical,22,69,41.1,145.2,74.7,1703162.36,22,Password Reset,Successful,Major Outage,2022-02,2022-02,4,5.9112131043760385,10.116699477684909,49.32,Medium,False,1,1,2,Low-Impact Nuisances,88.57
F79574FE,2022-02-18 03:51:43,North,AST-0465,SCADA System,Malware,Critical,16,43,48.2,199.1,146.0,395253.87,81,Malware Removed,Successful,Major Outage,2022-02,2022-02,4,11.553375009891589,2.3477882755593185,38.17,Low,True,2,2,1,Low-Impact Nuisances,86.59
1630EDE1,2022-02-18 07:21:25,West,AST-0442,Transmission Line,Ransomware,Critical,69,96,28.7,81.8,60.2,959848.23,90,Malware Removed,Successful,Major Outage,2022-02,2022-02,4,4.763788873941601,5.701450616309877,70.64,High,False,5,4,5,High-Risk Repeat Targets,92.02
D64E8A73,2022-02-18 09:41:38,Central,AST-0126,Control Center,Ransomware,High,71,49,12.0,171.23715690570614,146.6,405338.63955856994,15,Blocked IP,Successful,Minor Disruption,2022-02,2022-01,3,11.600854633219909,2.4076913037860326,51.48,Medium,False,4,5,4,High-Risk Repeat Targets,96.66
A5C6826F,2022-02-18 14:08:04,South,AST-0434,SCADA System,Insider Threat,Critical,58,39,35.6,148.81901933662022,139.6,2228856.6153970337,85,System Isolation,Failed,Major Outage,2022-02,2022-02,4,11.046925694389492,13.23929713713361,51.75,Medium,False,3,2,4,High-Impact Anomalies,30.1
F055432C,2022-02-18 14:10:53,North,AST-0282,SCADA System,Man-in-the-Middle,Low,10,79,3.4,5.389207815902695,3.4,6471.3696039672095,19,Password Reset,Failed,No Impact,2022-02,2022-02,1,0.269051198860489,0.03843961270513345,31.71,Low,False,5,5,5,High-Risk Repeat Targets,39.05
150EEBE2,2022-02-18 23:31:12,North,AST-0389,Control Center,Phishing,Low,10,56,1.8,4.810902616224382,2.5,1013.307869915631,84,Blocked IP,Failed,No Impact,2022-02,2022-01,1,0.19783176386800666,0.006018998211250672,24.8,Low,False,5,5,5,High-Risk Repeat Targets,39.5
7E69817B,2022-02-19 00:42:29,Central,AST-0375,Control Center,DDoS,Low,73,39,1.0,1.1,1.0,4915.1,46,Blocked IP,Successful,No Impact,2022-02,2022-01,1,0.07913270554720266,0.029195448872395873,38.61,Low,False,2,4,2,Dormant Threats (Historically frequent),99.72
321AB5B3,2022-02-19 01:56:44,Central,AST-0458,Substation,Malware,High,11,83,15.5,86.7,45.7,129811.94,87,System Isolation,Successful,Major Outage,2022-02,2022-02,3,3.6163646435071617,0.7710764495730547,43.35,Medium,False,2,5,5,High-Risk Repeat Targets,95.69
28598B79,2022-02-19 02:23:11,North,AST-0048,Smart Meter,Phishing,Medium,48,2,1.7,34.318233577716555,24.3,30863.087878492934,92,System Isolation,Successful,No Impact,2022-02,2022-02,2,1.9229247447970246,0.1833252027834228,25.04,Low,False,5,5,5,High-Risk Repeat Targets,99.53
42437ACA,2022-02-19 08:40:17,East,AST-0445,Substation,DDoS,Low,17,55,0.4,2.2,1.7,2487.14,9,No Action,Successful,No Impact,2022-02,2022-02,1,0.1345255994302445,0.014773487560475002,26.6,Low,False,3,1,2,Low-Impact Nuisances,99.89
222196D9,2022-02-19 16:17:31,East,AST-0407,Substation,Insider Threat,Critical,79,41,13.6,238.4,222.2,321049.29,15,Malware Removed,Successful,Major Outage,2022-02,2022-01,4,17.58328717258843,1.9070167711163548,56.38,Medium,False,5,5,4,High-Risk Repeat Targets,96.22
F5511623,2022-02-19 19:58:39,South,AST-0472,Smart Meter,Malware,Critical,77,18,56.0,321.7,310.5,1095153.55,53,System Isolation,Pending,Major Outage,2022-02,2022-01,4,24.570705072406422,6.505157469115143,49.8,Medium,True,3,4,3,Standard Monitoring,54.42
F45ABC5B,2022-02-19 20:14:27,North,AST-0358,SCADA System,Insider Threat,High,95,11,23.1,112.91903628804216,75.5,160525.4322405656,95,Password Reset,Failed,Minor Disruption,2022-02,2022-02,3,5.9745192688138005,0.9535130617278755,46.99,Medium,False,1,1,3,Standard Monitoring,33.57
606CC617,2022-02-19 23:30:12,South,AST-0151,Smart Meter,Insider Threat,Medium,22,17,8.3,31.0,17.2,18652.9,21,Blocked IP,Pending,Minor Disruption,2022-02,2022-02,2,1.3610825354118856,0.11079729573597955,21.72,Low,False,4,3,3,Standard Monitoring,67.69
87B92D7C,2022-02-20 01:01:39,North,AST-0255,Control Center,DDoS,High,55,76,20.9,36.8,24.6,103986.26,46,Password Reset,Successful,Major Outage,2022-02,2022-01,3,1.9466645564611855,0.6176731983604941,54.42,Medium,False,2,5,1,Dormant Threats (Historically frequent),94.19
DA245256,2022-02-20 03:22:51,North,AST-0439,Transmission Line,Ransomware,High,64,97,15.3,28.3,17.8,95238.85,8,System Isolation,Successful,Minor Disruption,2022-02,2022-02,3,1.4085621587402073,0.5657140192144168,63.41,Medium,False,5,3,1,Standard Monitoring,95.74
355CF100,2022-02-20 04:50:44,West,AST-0371,Smart Meter,Man-in-the-Middle,High,21,49,22.8,115.3,66.4,67318.21,93,Malware Removed,Pending,Minor Disruption,2022-02,2022-02,3,5.254411648334257,0.3998668100824416,36.08,Low,False,2,4,1,Dormant Threats (Historically frequent),63.66
D89798F7,2022-02-20 10:28:05,North,AST-0090,Transmission Line,Ransomware,Critical,96,80,64.2,239.8,140.7,493345.34,22,Malware Removed,Successful,Major Outage,2022-02,2022-02,4,11.133971670491412,2.9304467153068625,73.39,High,True,3,2,3,Standard Monitoring,82.14
CA25A483,2022-02-20 13:51:44,South,AST-0139,SCADA System,Malware,Critical,4,27,63.1,318.8,272.9,1744026.66,14,Password Reset,Pending,Major Outage,2022-02,2022-02,4,21.595315343831604,10.359431381686097,31.37,Low,True,4,5,5,High-Risk Repeat Targets,52.45
D96299B0,2022-02-20 16:41:44,North,AST-0054,Smart Meter,DDoS,Critical,97,66,27.8,281.5,206.2,1992621.8,95,No Action,Successful,Major Outage,2022-02,2022-02,4,16.317163883833185,11.836074115261425,71.27,High,False,3,1,2,Low-Impact Nuisances,92.27
794E0C16,2022-02-20 19:10:02,South,AST-0486,Transmission Line,Insider Threat,Medium,86,98,2.7,6.0,3.8,10154.79,62,Malware Removed,Successful,No Impact,2022-02,2022-02,2,0.3007042810793701,0.06031894615672456,65.21,Medium,False,2,1,1,Low-Impact Nuisances,99.25
86209439,2022-02-20 20:50:31,West,AST-0174,Substation,Phishing,Critical,17,58,38.6,328.6,297.8,257408.82,11,Blocked IP,Successful,Major Outage,2022-02,2022-02,4,23.56571971195695,1.5289955532163644,42.81,Medium,False,1,2,2,Low-Impact Nuisances,89.26
07C777AD,2022-02-21 00:20:26,West,AST-0295,Transmission Line,Ransomware,Critical,39,65,22.4,512.5454711411884,372.4,6616191.529615235,2,Malware Removed,Successful,Major Outage,2022-02,2022-02,4,29.46901954577827,39.299847720872464,59.06,Medium,True,1,5,5,High-Risk Repeat Targets,93.77
46B99CB9,2022-02-21 05:34:45,South,AST-0359,Control Center,DDoS,Medium,61,99,10.8,33.1,29.7,5454.03,41,Patch Applied,Pending,No Impact,2022-02,2022-02,2,2.350241354751919,0.032396666194688464,58.01,Medium,False,2,3,5,High-Impact Anomalies,67.0
4639BD57,2022-02-21 05:39:57,East,AST-0015,Transmission Line,Phishing,Critical,78,77,25.5,143.7,119.3,379594.26,14,Password Reset,Successful,Major Outage,2022-02,2022-02,4,9.440531771781277,2.2547709731409222,66.95,Medium,False,4,5,4,High-Risk Repeat Targets,92.91
1C1C9523,2022-02-21 07:20:17,Central,AST-0365,Smart Meter,Ransomware,Critical,31,7,31.3,326.2531393980812,169.8,1287588.1213441524,73,System Isolation,Failed,Major Outage,2022-02,2022-02,4,13.436733401915014,7.648209225734462,32.93,Low,False,4,5,3,Standard Monitoring,31.29
4E85C041,2022-02-21 12:58:23,West,AST-0014,Control Center,Phishing,Medium,83,70,7.8,69.75531261023075,56.5,24281.59260275797,63,Password Reset,Failed,No Impact,2022-02,2022-02,2,4.47099786341695,0.1442314490802153,55.93,Medium,False,5,2,3,Standard Monitoring,37.83
8E716B55,2022-02-21 16:18:16,East,AST-0421,SCADA System,Phishing,High,56,81,16.1,117.1,111.3,126959.77,35,Blocked IP,Successful,Major Outage,2022-02,2022-02,3,8.807470127403654,0.7541347020174848,56.25,Medium,False,1,3,4,High-Impact Anomalies,95.52
59690B64,2022-02-21 17:31:07,West,AST-0280,Control Center,Malware,High,48,73,11.3,82.09790826119351,62.7,225231.64276027132,46,Patch Applied,Failed,Major Outage,2022-02,2022-02,3,4.961620637809607,1.3378647251639302,51.57,Medium,False,1,4,1,Dormant Threats (Historically frequent),36.86
6A77BC13,2022-02-21 17:48:52,South,AST-0430,SCADA System,Ransomware,Critical,38,9,12.7,324.6,298.4,516311.04,66,Password Reset,Successful,Major Outage,2022-02,2022-01,4,23.61319933528527,3.066861827953356,34.71,Low,False,5,5,4,High-Risk Repeat Targets,96.47
69EEC148,2022-02-22 02:36:01,East,AST-0177,Transmission Line,Malware,Critical,13,6,28.8,89.2,81.3,935786.03,83,System Isolation,Pending,Major Outage,2022-02,2022-01,4,6.433488960987575,5.5585223483484185,26.81,Low,False,1,4,3,Dormant Threats (Historically frequent),61.99
0417F443,2022-02-22 02:46:41,South,AST-0225,Transmission Line,Phishing,Medium,80,54,7.1,27.9,26.5,12316.35,3,Patch Applied,Successful,Minor Disruption,2022-02,2022-02,2,2.0970166970008703,0.07315850475464038,50.21,Medium,False,2,2,3,Standard Monitoring,98.03
79684D28,2022-02-22 07:24:50,West,AST-0322,Transmission Line,Insider Threat,Low,71,39,0.5,4.7,3.8,3138.84,74,Malware Removed,Successful,No Impact,2022-02,2022-01,1,0.3007042810793701,0.0186445530586623,38.0,Low,False,1,5,4,High-Risk Repeat Targets,99.86
98F5A6F2,2022-02-22 14:33:28,Central,AST-0200,Transmission Line,Malware,Critical,81,19,39.2,325.8,204.5,1140127.23,13,Malware Removed,Successful,Major Outage,2022-02,2022-02,4,16.18263828440294,6.77229888537188,51.35,Medium,False,4,1,3,Standard Monitoring,89.1
FF70FE31,2022-02-22 18:53:34,Central,AST-0363,SCADA System,DDoS,Critical,9,76,44.4,289.2,242.4,1850565.22,3,Malware Removed,Successful,Major Outage,2022-02,2022-02,4,19.181767824641923,10.992265114757386,47.7,Medium,False,5,1,2,Low-Impact Nuisances,87.65
E55A325A,2022-02-23 00:56:16,South,AST-0338,SCADA System,Ransomware,Critical,9,100,13.8,483.5098786877067,379.0,6128888.482571133,90,Patch Applied,Failed,Major Outage,2022-02,2022-02,4,29.991295402389806,36.405291924380265,59.98,Medium,True,1,3,5,High-Impact Anomalies,36.16
1E95244E,2022-02-23 03:17:31,South,AST-0008,Smart Meter,Insider Threat,Low,65,33,0.2,15.56319484795721,9.2,1512.0820370754407,14,Malware Removed,Failed,No Impact,2022-02,2022-02,1,0.7280208910342644,0.008981691889138416,34.4,Low,False,2,3,3,Standard Monitoring,39.94
783D28E1,2022-02-23 19:45:16,Central,AST-0286,SCADA System,Ransomware,High,28,4,18.0,61.81736882221471,51.7,787720.651813596,51,Patch Applied,Successful,Minor Disruption,2022-02,2022-02,3,4.0911608767903775,4.679021386290043,25.54,Low,False,2,2,5,High-Impact Anomalies,94.99
273FED46,2022-02-23 21:18:48,West,AST-0060,Smart Meter,Phishing,Critical,23,36,10.3,145.9,106.9,861606.88,38,Blocked IP,Successful,Major Outage,2022-02,2022-02,4,8.459286222995964,5.117901896837202,38.72,Low,False,1,2,3,Standard Monitoring,97.13
931A3CE4,2022-02-24 08:48:05,East,AST-0281,Transmission Line,Insider Threat,Low,6,85,1.1,6.5,5.8,398.99,6,System Isolation,Successful,No Impact,2022-02,2022-02,1,0.45896969217377537,0.0023699807014297227,32.3,Low,False,2,1,1,Low-Impact Nuisances,99.69
9823D043,2022-02-24 11:23:06,South,AST-0068,Substation,Man-in-the-Middle,High,41,57,5.5,77.9,39.1,97115.59,11,Patch Applied,Successful,Minor Disruption,2022-02,2022-02,3,3.094088786895624,0.5768617612169762,44.52,Medium,False,2,5,2,Dormant Threats (Historically frequent),98.47
A680A4FB,2022-02-24 17:12:11,North,AST-0392,Control Center,Phishing,High,64,25,15.3,32.9,30.6,66416.9,83,Password Reset,Successful,Major Outage,2022-02,2022-02,3,2.4214607897444016,0.3945130736328924,41.78,Medium,False,3,3,1,Standard Monitoring,95.74
F14C202E,2022-02-24 18:09:06,West,AST-0109,Control Center,Ransomware,Critical,37,22,20.8,286.5,158.6,693620.15,27,System Isolation,Successful,Major Outage,2022-02,2022-02,4,12.550447099786341,4.120069098530764,38.52,Low,False,5,2,4,High-Impact Anomalies,94.21
D09813E3,2022-02-24 20:41:13,East,AST-0348,Transmission Line,Malware,Low,45,15,1.0,11.8,8.2,224.7,38,Patch Applied,Pending,No Impact,2022-02,2022-01,1,0.6488881854870617,0.0013347067936821941,23.0,Low,False,3,4,4,High-Risk Repeat Targets,69.72
442FBFA1,2022-02-24 21:03:33,Central,AST-0267,Control Center,Malware,Critical,52,29,51.0,183.4,101.6,1704549.11,25,Blocked IP,Successful,Major Outage,2022-02,2022-01,4,8.039882883595789,10.124936703524423,46.32,Medium,True,1,5,4,High-Risk Repeat Targets,85.81
611A2920,2022-02-25 01:27:27,North,AST-0416,Substation,Phishing,Critical,96,3,9.3,145.6595959462337,92.6,3435578.3551410707,84,Patch Applied,Failed,Major Outage,2022-02,2022-02,4,7.327688533670966,20.407164089160148,53.78,Medium,False,2,4,5,High-Risk Repeat Targets,37.41
DE53E909,2022-02-25 01:46:46,West,AST-0432,Substation,Man-in-the-Middle,Low,59,48,0.8,2.2,1.8,3332.44,65,No Action,Successful,No Impact,2022-02,2022-01,1,0.14243886998496477,0.019794527403374684,37.1,Low,False,5,5,5,High-Risk Repeat Targets,99.78
A063FCF5,2022-02-25 02:12:19,North,AST-0371,Control Center,DDoS,High,58,64,22.9,141.14855126425147,97.0,164843.95073288196,22,Patch Applied,Failed,Major Outage,2022-02,2022-02,3,7.675872438078659,0.9791648461975545,51.8,Medium,False,2,4,1,Dormant Threats (Historically frequent),33.63
421F0C75,2022-02-25 06:17:07,Central,AST-0325,Substation,Ransomware,Medium,23,57,10.5,39.6,39.5,12542.15,35,Malware Removed,Successful,Minor Disruption,2022-02,2022-02,2,3.1257418691145045,0.07449974549346298,34.01,Low,False,4,1,2,Low-Impact Nuisances,97.08
6DF8CC02,2022-02-25 06:24:00,Central,AST-0470,Substation,DDoS,Medium,36,43,6.0,22.8,18.9,13720.98,17,No Action,Successful,No Impact,2022-02,2022-02,2,1.49560813484213,0.08150193690243664,33.72,Low,False,2,3,3,Standard Monitoring,98.33
B751DB05,2022-02-25 07:31:44,West,AST-0339,SCADA System,Man-in-the-Middle,Medium,19,91,9.0,39.6,27.5,16128.82,48,Password Reset,Successful,No Impact,2022-02,2022-02,2,2.176149402548073,0.09580438641778927,43.02,Medium,False,2,3,3,Standard Monitoring,97.5
E55A8FE8,2022-02-25 23:00:08,South,AST-0005,Transmission Line,Ransomware,Medium,31,19,6.7,27.3,15.7,9376.62,94,No Action,Successful,Minor Disruption,2022-02,2022-01,2,1.2423834770910815,0.0556966551658938,25.01,Low,False,4,4,2,Standard Monitoring,98.14
6AE57C82,2022-02-26 02:30:59,East,AST-0440,Smart Meter,Ransomware,Medium,77,17,3.6,31.9,29.6,17278.14,23,No Action,Successful,Minor Disruption,2022-02,2022-02,2,2.3423280841971987,0.10263128989849606,38.22,Low,False,5,3,3,Standard Monitoring,99.0
DC8B2667,2022-02-26 04:33:32,South,AST-0198,SCADA System,Insider Threat,High,56,18,7.6,74.9,55.9,105985.85,24,Blocked IP,Successful,Minor Disruption,2022-02,2022-02,3,4.423518240088628,0.6295506632362349,37.33,Low,False,3,2,3,Standard Monitoring,97.89
A6FF8C41,2022-02-26 09:41:09,Central,AST-0120,SCADA System,DDoS,High,96,89,5.4,118.2,81.9,29743.93,76,Blocked IP,Successful,Minor Disruption,2022-02,2022-02,3,6.480968584315898,0.17667746080021196,70.54,High,False,1,4,4,High-Risk Repeat Targets,98.5
DE53A6F6,2022-02-26 10:51:59,North,AST-0266,Substation,Insider Threat,Critical,43,84,56.4,144.82225128584668,80.9,1328416.211725317,21,Password Reset,Failed,Major Outage,2022-02,2022-01,4,6.401835878768695,7.890726046405629,59.68,Medium,True,4,3,5,High-Impact Anomalies,24.31
36BBD8F3,2022-02-26 11:25:41,West,AST-0491,Smart Meter,Ransomware,Medium,32,95,2.5,13.1,8.4,15359.99,1,Patch Applied,Successful,Minor Disruption,2022-02,2022-02,2,0.6647147265965023,0.09123757456115072,48.12,Medium,False,3,2,2,Low-Impact Nuisances,99.3
4DA33749,2022-02-26 13:41:30,West,AST-0146,Control Center,Insider Threat,High,76,40,15.8,47.72499566148493,27.6,152334.64884437495,10,Patch Applied,Failed,Major Outage,2022-02,2022-02,3,2.1840626731027935,0.9048602168481471,49.98,Medium,False,2,1,2,Low-Impact Nuisances,35.61
2E4070EB,2022-02-26 15:03:21,South,AST-0243,SCADA System,Ransomware,Low,2,73,4.0,5.9,3.8,3484.2,75,Blocked IP,Successful,No Impact,2022-02,2022-02,1,0.3007042810793701,0.020695974234746332,27.5,Low,False,1,1,2,Low-Impact Nuisances,98.89
47C9F443,2022-02-26 17:00:24,North,AST-0345,Smart Meter,DDoS,Critical,20,35,8.1,147.6,144.3,1595799.22,57,Patch Applied,Successful,Major Outage,2022-02,2022-01,4,11.418849410461345,9.478967780537367,38.4,Low,False,3,2,3,Standard Monitoring,97.75
ECA40565,2022-02-26 21:06:33,East,AST-0101,Smart Meter,Insider Threat,High,15,53,4.4,50.7,36.5,95954.73,81,Malware Removed,Successful,Major Outage,2022-02,2022-01,3,2.888343752472897,0.5699663107117964,35.51,Low,False,2,3,4,High-Impact Anomalies,98.78
597461C7,2022-02-27 03:12:03,West,AST-0159,Substation,Malware,Critical,41,41,65.0,284.9,244.5,598499.19,43,No Action,Successful,Major Outage,2022-02,2022-02,4,19.34794650629105,3.5550553400368954,45.31,Medium,True,5,5,5,High-Risk Repeat Targets,81.92
D4026F6A,2022-02-27 21:09:35,East,AST-0302,Transmission Line,Ransomware,High,67,12,6.6,89.8,83.9,41952.03,13,No Action,Successful,Minor Disruption,2022-02,2022-02,3,6.639233995410303,0.2491929659535346,38.75,Low,False,1,3,1,Standard Monitoring,98.16
077CBD2A,2022-02-27 23:43:41,South,AST-0333,Control Center,Phishing,Low,13,56,3.7,7.4,7.0,854.07,88,Malware Removed,Successful,No Impact,2022-02,2022-01,1,0.5539289388304186,0.005073133205519144,25.7,Low,False,4,3,2,Standard Monitoring,98.97
B38A307C,2022-02-28 11:24:33,East,AST-0467,Control Center,Phishing,Low,81,19,2.0,9.5,6.1,536.15,64,System Isolation,Pending,No Impact,2022-02,2022-02,1,0.48270950383793615,0.003184704260937732,35.0,Low,False,1,2,1,Low-Impact Nuisances,69.44
EF242339,2022-02-28 12:17:11,North,AST-0392,Control Center,Man-in-the-Middle,Medium,82,88,7.5,11.5,7.8,15161.55,96,Patch Applied,Successful,Minor Disruption,2022-02,2022-02,2,0.6172351032681808,0.09005885085782052,61.02,Medium,False,3,3,1,Standard Monitoring,97.91
7044ABDD,2022-02-28 14:42:31,West,AST-0356,Transmission Line,Insider Threat,Critical,59,71,54.2,97.5,73.4,427695.35,69,No Action,Successful,Major Outage,2022-02,2022-01,4,5.808340587164675,2.5404890488263634,59.51,Medium,True,4,1,5,High-Impact Anomalies,84.92
A9C17884,2022-02-28 17:30:11,West,AST-0140,Substation,Phishing,Critical,26,89,35.3,290.6,159.3,706960.56,72,Malware Removed,Successful,Major Outage,2022-02,2022-02,4,12.605839993669385,4.199310468613122,55.34,Medium,False,4,3,3,Standard Monitoring,90.18
